Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#3959 - >seq7958	superfamily	419726	184	266	6.05294e-09	53.4836	cl21549	rve superfamily	 - 	 - 
Q#3965 - >seq7964	superfamily	224117	3	78	0.000127214	44.32	cl34174	Smc superfamily	NC	 - 
Q#3966 - >seq7965	superfamily	413489	509	688	4.9394e-78	255213	cl02808	RT_like superfamily	 - 	 - 
Q#3966 - >seq7965	superfamily	417494	782	901	4.2202e-59	198871	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3966 - >seq7965	superfamily	407771	1151	1206	5.22172e-16	73.4502	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3966 - >seq7965	superfamily	411202	1147	1331	3.65839e-08	56.4452	cl41329	transpos_IS481 superfamily	 - 	 - 
Q#3973 - >seq7972	superfamily	197667	132	147	7.01745e-05	38.5784	cl33244	ZnF_C2HC superfamily	 - 	 - 
Q#3981 - >seq7980	superfamily	416259	4	82	0.00024569	39242	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#3991 - >seq7990	superfamily	413489	3	140	1.71658e-69	215152	cl02808	RT_like superfamily	N	 - 
Q#3991 - >seq7990	superfamily	407767	228	330	8.71405e-55	174616	cl39037	RT_RNaseH superfamily	 - 	 - 
Q#3992 - >seq7991	superfamily	407771	332	371	4.53305e-13	64.2054	cl39036	Integrase_H2C2 superfamily	N	 - 
Q#3992 - >seq7991	superfamily	419726	389	486	2.92391e-09	54.6392	cl21549	rve superfamily	 - 	 - 
Q#19 - >seq8017	superfamily	224117	3	78	0.000563917	40.8532	cl34174	Smc superfamily	NC	 - 
Q#23 - >seq8021	superfamily	413489	99	278	9.48126e-82	263302	cl02808	RT_like superfamily	 - 	 - 
Q#23 - >seq8021	superfamily	417494	372	491	8.87908e-60	200026	cl14782	RNase_H_like superfamily	 - 	 - 
Q#23 - >seq8021	superfamily	407771	741	796	8.34141e-16	72.2946	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#23 - >seq8021	superfamily	411202	737	921	2.31087e-08	56.4452	cl41329	transpos_IS481 superfamily	 - 	 - 
Q#26 - >seq8024	superfamily	224117	3	78	4.83543e-05	45.8608	cl34174	Smc superfamily	NC	 - 
Q#27 - >seq8025	superfamily	413489	509	688	5.88221e-81	263687	cl02808	RT_like superfamily	 - 	 - 
Q#27 - >seq8025	superfamily	417494	782	901	4.28546e-60	201567	cl14782	RNase_H_like superfamily	 - 	 - 
Q#27 - >seq8025	superfamily	407771	1151	1206	4.05215e-16	73.8354	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#27 - >seq8025	superfamily	411202	1147	1331	1.64573e-08	57.6008	cl41329	transpos_IS481 superfamily	 - 	 - 
Q#30 - >seq8028	superfamily	407771	222	261	2.70366e-12	61.1238	cl39036	Integrase_H2C2 superfamily	N	 - 
Q#36 - >seq8034	superfamily	413489	2	100	9.55996e-38	126265	cl02808	RT_like superfamily	NC	 - 
Q#43 - >seq8041	superfamily	411202	2	113	0.00143602	39.4964	cl41329	transpos_IS481 superfamily	N	 - 
Q#59 - >seq8057	superfamily	227278	31	111	0.00581929	39.3201	cl34844	EnvC superfamily	NC	 - 
Q#60 - >seq8058	superfamily	413489	294	475	7.0202e-87	264457	cl02808	RT_like superfamily	 - 	 - 
Q#60 - >seq8058	superfamily	416259	4	82	0.000224042	40.0124	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#61 - >seq8059	superfamily	413489	4	185	7.24177e-83	266769	cl02808	RT_like superfamily	 - 	 - 
Q#61 - >seq8059	superfamily	417494	279	398	3.41922e-60	201182	cl14782	RNase_H_like superfamily	 - 	 - 
Q#61 - >seq8059	superfamily	407771	711	750	8.25552e-13	63.8202	cl39036	Integrase_H2C2 superfamily	N	 - 
Q#61 - >seq8059	superfamily	419726	768	865	4.5486e-09	54.6392	cl21549	rve superfamily	 - 	 - 
Q#69 - >seq8067	superfamily	227278	31	111	0.00581929	39.3201	cl34844	EnvC superfamily	NC	 - 
Q#70 - >seq8068	superfamily	413489	294	475	2.99652e-82	267154	cl02808	RT_like superfamily	 - 	 - 
Q#70 - >seq8068	superfamily	417494	569	688	4.55928e-60	201567	cl14782	RNase_H_like superfamily	 - 	 - 
Q#70 - >seq8068	superfamily	407771	1001	1040	8.75461e-13	64.2054	cl39036	Integrase_H2C2 superfamily	N	 - 
Q#70 - >seq8068	superfamily	419726	1058	1155	5.79177e-09	54.6392	cl21549	rve superfamily	 - 	 - 
Q#70 - >seq8068	superfamily	416259	4	82	0.000334481	40.7828	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#82 - >seq8080	superfamily	227278	31	111	0.00581929	39.3201	cl34844	EnvC superfamily	NC	 - 
Q#83 - >seq8081	superfamily	413489	294	475	2.99652e-82	267154	cl02808	RT_like superfamily	 - 	 - 
Q#83 - >seq8081	superfamily	417494	569	688	4.55928e-60	201567	cl14782	RNase_H_like superfamily	 - 	 - 
Q#83 - >seq8081	superfamily	407771	1001	1040	8.75461e-13	64.2054	cl39036	Integrase_H2C2 superfamily	N	 - 
Q#83 - >seq8081	superfamily	419726	1058	1155	5.79177e-09	54.6392	cl21549	rve superfamily	 - 	 - 
Q#83 - >seq8081	superfamily	416259	4	82	0.000334481	40.7828	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#100 - >seq8098	superfamily	413489	294	475	2.99652e-82	267154	cl02808	RT_like superfamily	 - 	 - 
Q#100 - >seq8098	superfamily	417494	569	688	4.55928e-60	201567	cl14782	RNase_H_like superfamily	 - 	 - 
Q#100 - >seq8098	superfamily	407771	1001	1040	8.75461e-13	64.2054	cl39036	Integrase_H2C2 superfamily	N	 - 
Q#100 - >seq8098	superfamily	419726	1058	1155	5.79177e-09	54.6392	cl21549	rve superfamily	 - 	 - 
Q#100 - >seq8098	superfamily	416259	4	82	0.000334481	40.7828	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#127 - >seq8125	superfamily	413489	294	475	2.99652e-82	267154	cl02808	RT_like superfamily	 - 	 - 
Q#127 - >seq8125	superfamily	417494	569	688	4.55928e-60	201567	cl14782	RNase_H_like superfamily	 - 	 - 
Q#127 - >seq8125	superfamily	407771	1001	1040	8.75461e-13	64.2054	cl39036	Integrase_H2C2 superfamily	N	 - 
Q#127 - >seq8125	superfamily	419726	1058	1155	5.79177e-09	54.6392	cl21549	rve superfamily	 - 	 - 
Q#127 - >seq8125	superfamily	416259	4	82	0.000334481	40.7828	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#133 - >seq8131	superfamily	413489	359	538	2.98979e-81	264072	cl02808	RT_like superfamily	 - 	 - 
Q#133 - >seq8131	superfamily	417494	632	751	1.43281e-59	200026	cl14782	RNase_H_like superfamily	 - 	 - 
Q#133 - >seq8131	superfamily	407771	1001	1056	7.50032e-16	72.6798	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#133 - >seq8131	superfamily	411202	997	1181	3.18737e-08	56.4452	cl41329	transpos_IS481 superfamily	 - 	 - 
Q#140 - >seq8138	superfamily	224117	3	78	0.000371152	42394	cl34174	Smc superfamily	NC	 - 
Q#141 - >seq8139	superfamily	413489	509	612	2.22417e-43	153.52	cl02808	RT_like superfamily	C	 - 
Q#142 - >seq8140	superfamily	417494	161	280	2.50046e-64	199641	cl14782	RNase_H_like superfamily	 - 	 - 
Q#142 - >seq8140	superfamily	413489	1	67	2.8489e-22	91.8881	cl02808	RT_like superfamily	N	 - 
Q#143 - >seq8141	superfamily	407771	1	50	7.90226e-14	65361	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#143 - >seq8141	superfamily	411202	48	175	1.33588e-08	55.2896	cl41329	transpos_IS481 superfamily	N	 - 
Q#147 - >seq8145	superfamily	419734	61	129	6.33236e-16	69.2147	cl21562	DDE_Tnp_4 superfamily	C	 - 
Q#148 - >seq8146	superfamily	419734	7	81	1.10454e-14	66.1331	cl21562	DDE_Tnp_4 superfamily	N	 - 
Q#150 - >seq8148	superfamily	419993	12	72	1.36377e-08	48.5091	cl23759	GT1 superfamily	C	 - 
Q#152 - >seq8150	superfamily	419734	37	188	6.68496e-36	125454	cl21562	DDE_Tnp_4 superfamily	 - 	 - 
Q#153 - >seq8151	superfamily	413456	4	130	1.38599e-05	40.5266	cl02739	THAP superfamily	 - 	 - 
Q#154 - >seq8152	superfamily	288840	29	113	1.0269e-23	90.6355	cl20443	Tnp_P_element superfamily	C	 - 
Q#156 - >seq8154	superfamily	419734	31	111	6.66672e-18	75.7631	cl21562	DDE_Tnp_4 superfamily	N	 - 
Q#157 - >seq8155	superfamily	288840	35	109	3.8099e-15	67.9088	cl20443	Tnp_P_element superfamily	C	 - 
Q#158 - >seq8156	superfamily	288840	1	101	8.52193e-38	128385	cl20443	Tnp_P_element superfamily	N	 - 
Q#159 - >seq8157	superfamily	419993	8	57	3.33249e-05	39.5664	cl23759	GT1 superfamily	C	 - 
Q#163 - >seq8161	superfamily	412115	87	218	1.65888e-18	78.8332	cl00019	Macro_SF superfamily	 - 	 - 
Q#166 - >seq8164	superfamily	407771	45	103	3.54656e-17	73065	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#166 - >seq8164	superfamily	411202	140	227	1.01211e-10	60.2972	cl41329	transpos_IS481 superfamily	N	 - 
Q#170 - >seq8168	superfamily	393452	6	156	3.58167e-81	259686	cl39082	PycA superfamily	NC	 - 
Q#171 - >seq8169	superfamily	393452	3	100	1.64703e-56	187653	cl39082	PycA superfamily	NC	 - 
Q#172 - >seq8170	superfamily	418376	82	130	0.000858364	39125	cl16912	MDR superfamily	C	 - 
Q#193 - >seq8191	superfamily	413489	40	170	1.28881e-44	145046	cl02808	RT_like superfamily	C	 - 
Q#194 - >seq8192	superfamily	417494	125	243	9.72084e-51	164973	cl14782	RNase_H_like superfamily	 - 	 - 
Q#194 - >seq8192	superfamily	413489	2	31	9.69973e-07	48.3605	cl02808	RT_like superfamily	N	 - 
Q#195 - >seq8193	superfamily	407771	136	190	1.67075e-13	62.6646	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#199 - >seq8197	superfamily	274243	34	92	0.0066266	34.4636	cl27252	phage_xxxx superfamily	NC	 - 
Q#201 - >seq8199	superfamily	423045	26	238	1.4058e-22	96.6578	cl39094	Ank_2 superfamily	C	 - 
Q#201 - >seq8199	superfamily	423045	219	304	1.92206e-07	48.1911	cl39094	Ank_2 superfamily	 - 	 - 
Q#202 - >seq8200	superfamily	222980	71	502	4.70459e-21	95.8619	cl33707	PHA03095 superfamily	 - 	 - 
Q#202 - >seq8200	superfamily	423045	1	87	1.61926e-08	52.0431	cl39094	Ank_2 superfamily	 - 	 - 
Q#204 - >seq8202	superfamily	365791	439	565	2.88236e-34	126552	cl38915	DEAD-like_helicase_C superfamily	 - 	 - 
Q#204 - >seq8202	superfamily	421690	31	222	3.34409e-27	108893	cl28899	DEAD-like_helicase_N superfamily	 - 	 - 
Q#204 - >seq8202	superfamily	354301	259	358	1.48393e-20	86.5706	cl17041	helicase_insert_domain superfamily	 - 	 - 
Q#208 - >seq8206	superfamily	173561	320	475	1.78419e-10	59.05	cl31762	PTZ00368 superfamily	 - 	 - 
Q#209 - >seq8207	superfamily	413489	507	688	3.46557e-71	233642	cl02808	RT_like superfamily	 - 	 - 
Q#209 - >seq8207	superfamily	417494	782	900	3.49589e-51	175374	cl14782	RNase_H_like superfamily	 - 	 - 
Q#209 - >seq8207	superfamily	416259	1	71	0.00305908	37.7012	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#211 - >seq8209	superfamily	411202	5	176	6.11274e-14	70.6975	cl41329	transpos_IS481 superfamily	N	 - 
Q#214 - >seq8212	superfamily	400190	10	88	1.40536e-16	74.1654	cl06662	RVT_2 superfamily	C	 - 
Q#220 - >seq8218	superfamily	412407	49	118	4.3939e-10	54.6649	cl00490	EEP superfamily	C	 - 
Q#245 - >seq8243	superfamily	411160	38	88	0.00846721	35.2705	cl41302	lasso_peptidase superfamily	NC	 - 
Q#252 - >seq8250	superfamily	173561	306	444	1.09086e-15	74.0728	cl31762	PTZ00368 superfamily	 - 	 - 
Q#253 - >seq8251	superfamily	413489	582	763	3.49273e-77	253287	cl02808	RT_like superfamily	 - 	 - 
Q#253 - >seq8251	superfamily	417494	858	975	3.09462e-52	179611	cl14782	RNase_H_like superfamily	 - 	 - 
Q#253 - >seq8251	superfamily	407771	1334	1391	5.75428e-17	76.5318	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#253 - >seq8251	superfamily	411231	263	338	2.82324e-05	49154	cl41352	MSCRAMM_ClfA superfamily	N	 - 
Q#253 - >seq8251	superfamily	416259	157	232	0.00312465	38.4716	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#268 - >seq8266	superfamily	417494	21	68	0.00497153	34.7757	cl14782	RNase_H_like superfamily	N	 - 
Q#277 - >seq8275	superfamily	227414	42	146	0.00125929	38.6784	cl34894	AIR1 superfamily	NC	 - 
Q#281 - >seq8279	superfamily	413489	4	183	1.53885e-64	197818	cl02808	RT_like superfamily	 - 	 - 
Q#282 - >seq8280	superfamily	407771	79	136	1.80171e-14	67.6722	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#282 - >seq8280	superfamily	419726	156	242	7.97665e-09	53.0985	cl21549	rve superfamily	 - 	 - 
Q#284 - >seq8282	superfamily	412407	16	155	4.16983e-18	79.6432	cl00490	EEP superfamily	N	 - 
Q#286 - >seq8284	superfamily	416259	42	127	2.73332e-37	121575	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#288 - >seq8286	superfamily	413489	101	267	4.93757e-65	201285	cl02808	RT_like superfamily	 - 	 - 
Q#290 - >seq8288	superfamily	417494	1	89	4.69453e-33	112586	cl14782	RNase_H_like superfamily	N	 - 
Q#301 - >seq8299	superfamily	365791	1	42	4.34329e-07	43.7043	cl38915	DEAD-like_helicase_C superfamily	N	 - 
Q#303 - >seq8301	superfamily	423045	50	134	1.73241e-09	53.1987	cl39094	Ank_2 superfamily	 - 	 - 
Q#303 - >seq8301	superfamily	372654	23	63	0.000438379	37.2542	cl37869	Ank_4 superfamily	N	 - 
Q#306 - >seq8304	superfamily	423045	4	102	2.89958e-10	52.8135	cl39094	Ank_2 superfamily	 - 	 - 
Q#316 - >seq8314	superfamily	391808	63	162	4.31957e-06	45.4127	cl28058	DNA_pol_B_2 superfamily	C	 - 
Q#316 - >seq8314	superfamily	397205	17	52	1.93616e-05	40927	cl40835	Endonuclease_7 superfamily	NC	 - 
Q#319 - >seq8317	superfamily	411202	12	141	4.36344e-08	50282	cl41329	transpos_IS481 superfamily	N	 - 
Q#335 - >seq8333	superfamily	416435	166	219	1.71768e-06	44.5905	cl12115	HTH_Tnp_Tc5 superfamily	N	 - 
Q#339 - >seq8337	superfamily	173561	37	178	2.81199e-11	59.05	cl31762	PTZ00368 superfamily	 - 	 - 
Q#340 - >seq8338	superfamily	416259	101	175	9.49006e-09	51.9536	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#341 - >seq8339	superfamily	413489	198	378	2.39396e-64	203596	cl02808	RT_like superfamily	 - 	 - 
Q#342 - >seq8340	superfamily	417494	33	151	6.99024e-54	181152	cl14782	RNase_H_like superfamily	 - 	 - 
Q#342 - >seq8340	superfamily	407771	365	439	3.62511e-12	61509	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#342 - >seq8340	superfamily	411202	436	606	2.52071e-08	55.6748	cl41329	transpos_IS481 superfamily	N	 - 
Q#345 - >seq8343	superfamily	413489	1	109	2.12967e-26	100362	cl02808	RT_like superfamily	N	 - 
Q#346 - >seq8344	superfamily	417494	17	136	3.88818e-53	170366	cl14782	RNase_H_like superfamily	 - 	 - 
Q#352 - >seq8350	superfamily	273721	256	357	5.41484e-07	52.6142	cl36939	SF-CC1 superfamily	C	 - 
Q#352 - >seq8350	superfamily	237171	191	311	0.00228345	41.0427	cl36163	PRK12678 superfamily	NC	 - 
Q#360 - >seq8358	superfamily	419867	7	32	0.00408321	33.1801	cl22851	PHD_SF superfamily	C	 - 
Q#369 - >seq8367	superfamily	413489	175	355	2.31672e-64	214382	cl02808	RT_like superfamily	 - 	 - 
Q#369 - >seq8367	superfamily	417494	449	567	3.50969e-45	158425	cl14782	RNase_H_like superfamily	 - 	 - 
Q#369 - >seq8367	superfamily	407771	885	937	3.99214e-16	73065	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#378 - >seq8376	superfamily	412407	4	186	2.85896e-24	95.1109	cl00490	EEP superfamily	 - 	 - 
Q#380 - >seq8378	superfamily	413489	1	228	4.23594e-35	128948	cl02808	RT_like superfamily	 - 	 - 
Q#385 - >seq8383	superfamily	417494	340	476	3.61094e-75	232744	cl14782	RNase_H_like superfamily	 - 	 - 
Q#385 - >seq8383	superfamily	400190	15	254	1.09165e-69	222467	cl06662	RVT_2 superfamily	 - 	 - 
Q#390 - >seq8388	superfamily	416259	13	95	0.000472907	37.7012	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#391 - >seq8389	superfamily	417494	1	91	2.3829e-41	135698	cl14782	RNase_H_like superfamily	N	 - 
Q#393 - >seq8391	superfamily	407771	71	120	1.70335e-15	65361	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#394 - >seq8392	superfamily	411202	10	145	4.04933e-08	53.3636	cl41329	transpos_IS481 superfamily	N	 - 
Q#403 - >seq8401	superfamily	417494	2	106	7.33645e-41	142632	cl14782	RNase_H_like superfamily	 - 	 - 
Q#403 - >seq8401	superfamily	411202	176	348	1.91463e-19	88.4167	cl41329	transpos_IS481 superfamily	 - 	 - 
Q#408 - >seq8406	superfamily	419734	7	140	0.000134401	41.4803	cl21562	DDE_Tnp_4 superfamily	N	 - 
Q#411 - >seq8409	superfamily	413489	1	227	1.05965e-44	150905	cl02808	RT_like superfamily	 - 	 - 
Q#413 - >seq8411	superfamily	274009	14	110	0.00118797	38.1251	cl37070	SMC_prok_A superfamily	C	 - 
Q#415 - >seq8413	superfamily	413489	91	348	2.50042e-39	139734	cl02808	RT_like superfamily	 - 	 - 
Q#418 - >seq8416	superfamily	407771	53	109	4.91326e-11	54.5754	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#419 - >seq8417	superfamily	411202	5	84	0.000399124	39.1112	cl41329	transpos_IS481 superfamily	N	 - 
Q#430 - >seq8428	superfamily	413489	1	118	9.0764e-45	143505	cl02808	RT_like superfamily	C	 - 
Q#432 - >seq8430	superfamily	419726	9	76	9.49431e-06	41.1573	cl21549	rve superfamily	N	 - 
Q#435 - >seq8433	superfamily	413489	2	106	3.8709e-11	61153	cl02808	RT_like superfamily	N	 - 
Q#444 - >seq8442	superfamily	421690	2	121	1.06901e-12	62.7739	cl28899	DEAD-like_helicase_N superfamily	N	 - 
Q#452 - >seq8450	superfamily	173561	320	471	6.84719e-13	65.9836	cl31762	PTZ00368 superfamily	 - 	 - 
Q#453 - >seq8451	superfamily	413489	498	677	1.37894e-79	251746	cl02808	RT_like superfamily	 - 	 - 
Q#453 - >seq8451	superfamily	416259	55	139	2.57483e-05	43094	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#453 - >seq8451	superfamily	416259	201	278	0.000328643	40.0089	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#454 - >seq8452	superfamily	417494	42	159	3.04778e-60	185774	cl14782	RNase_H_like superfamily	 - 	 - 
Q#455 - >seq8453	superfamily	407771	78	135	9.03586e-16	67287	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#460 - >seq8458	superfamily	112704	89	179	0.00480485	38.4559	cl30944	DUF334 superfamily	C	 - 
Q#462 - >seq8460	superfamily	227414	234	291	0.00065903	39834	cl34894	AIR1 superfamily	NC	 - 
Q#473 - >seq8471	superfamily	413489	91	140	1.50477e-15	70.0126	cl02808	RT_like superfamily	C	 - 
Q#484 - >seq8482	superfamily	407771	62	114	7.90319e-17	69213	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#485 - >seq8483	superfamily	412125	1	49	2.55515e-08	49.1863	cl00035	BIR superfamily	N	 - 
Q#486 - >seq8484	superfamily	404992	87	223	3.08882e-43	153.17	cl26047	Retrotran_gag_2 superfamily	 - 	 - 
Q#486 - >seq8484	superfamily	411202	527	643	6.08511e-18	84.9499	cl41329	transpos_IS481 superfamily	N	 - 
Q#486 - >seq8484	superfamily	372857	464	515	1.72966e-12	63.1537	cl16514	gag_pre-integrs superfamily	N	 - 
Q#487 - >seq8485	superfamily	417494	273	412	2.27578e-75	231203	cl14782	RNase_H_like superfamily	 - 	 - 
Q#487 - >seq8485	superfamily	400190	15	185	2.13545e-29	114611	cl06662	RVT_2 superfamily	N	 - 
Q#494 - >seq8492	superfamily	417494	166	198	1.20492e-12	62.1005	cl14782	RNase_H_like superfamily	C	 - 
Q#499 - >seq8497	superfamily	391808	2	257	2.16417e-06	48.1091	cl28058	DNA_pol_B_2 superfamily	C	 - 
Q#501 - >seq8499	superfamily	413489	65	247	3.23727e-58	184721	cl02808	RT_like superfamily	 - 	 - 
Q#502 - >seq8500	superfamily	417494	17	134	3.20807e-52	161506	cl14782	RNase_H_like superfamily	 - 	 - 
Q#503 - >seq8501	superfamily	407771	79	117	7.73319e-05	37.6266	cl39036	Integrase_H2C2 superfamily	C	 - 
Q#513 - >seq8511	superfamily	419734	115	281	1.7196e-09	56.5031	cl21562	DDE_Tnp_4 superfamily	 - 	 - 
Q#518 - >seq8516	superfamily	413489	164	243	9.62788e-28	104214	cl02808	RT_like superfamily	C	 - 
Q#519 - >seq8517	superfamily	407769	123	221	4.4504e-39	130303	cl39038	RT_RNaseH_2 superfamily	 - 	 - 
Q#519 - >seq8517	superfamily	413489	1	59	1.6814e-18	79.5617	cl02808	RT_like superfamily	N	 - 
Q#520 - >seq8518	superfamily	407771	207	262	9.8276e-14	65361	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#520 - >seq8518	superfamily	419726	281	376	3.33489e-09	53.8688	cl21549	rve superfamily	 - 	 - 
Q#520 - >seq8518	superfamily	412125	417	448	4.98367e-06	43.7914	cl00035	BIR superfamily	C	 - 
Q#531 - >seq8529	superfamily	413489	615	792	5.9342e-69	229019	cl02808	RT_like superfamily	 - 	 - 
Q#531 - >seq8529	superfamily	417494	888	1005	1.11525e-57	194634	cl14782	RNase_H_like superfamily	 - 	 - 
Q#531 - >seq8529	superfamily	407771	1068	1127	7.10528e-19	81.5394	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#531 - >seq8529	superfamily	411202	1147	1277	9.30659e-17	82.2535	cl41329	transpos_IS481 superfamily	N	 - 
Q#531 - >seq8529	superfamily	416259	416	504	3.44073e-07	49.6424	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#532 - >seq8530	superfamily	227414	217	276	0.000554483	40.9896	cl34894	AIR1 superfamily	NC	 - 
Q#539 - >seq8537	superfamily	406420	1	85	1.51683e-13	62.7643	cl24545	DUF4780 superfamily	C	 - 
Q#540 - >seq8538	superfamily	412407	1	89	1.4483e-24	97.7476	cl00490	EEP superfamily	N	 - 
Q#541 - >seq8539	superfamily	413489	78	288	8.25182e-41	140889	cl02808	RT_like superfamily	C	 - 
Q#542 - >seq8540	superfamily	417494	93	216	4.18213e-32	117319	cl14782	RNase_H_like superfamily	 - 	 - 
Q#565 - >seq8563	superfamily	173561	37	178	9.20231e-11	59.05	cl31762	PTZ00368 superfamily	 - 	 - 
Q#566 - >seq8564	superfamily	417494	819	937	1.97444e-53	182692	cl14782	RNase_H_like superfamily	 - 	 - 
Q#566 - >seq8564	superfamily	413489	544	725	4.90048e-52	180869	cl02808	RT_like superfamily	 - 	 - 
Q#566 - >seq8564	superfamily	407771	1151	1208	2.04742e-16	74.6058	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#566 - >seq8564	superfamily	416259	101	175	6.8826e-08	51.5684	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#566 - >seq8564	superfamily	419726	1228	1314	2.24649e-07	50.4021	cl21549	rve superfamily	 - 	 - 
Q#571 - >seq8569	superfamily	412127	3	31	0.00183865	34.9179	cl00040	C1 superfamily	N	 - 
Q#573 - >seq8571	superfamily	173561	128	268	2.58708e-10	58.2796	cl31762	PTZ00368 superfamily	 - 	 - 
Q#573 - >seq8571	superfamily	227414	64	190	0.000142154	42.5304	cl34894	AIR1 superfamily	N	 - 
Q#574 - >seq8572	superfamily	416259	128	202	4.16938e-09	51.9536	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#575 - >seq8573	superfamily	417494	30	148	1.57628e-54	170751	cl14782	RNase_H_like superfamily	 - 	 - 
Q#576 - >seq8574	superfamily	407771	49	106	2.92606e-15	67.6722	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#582 - >seq8580	superfamily	412407	231	316	6.53407e-06	44659	cl00490	EEP superfamily	C	 - 
Q#582 - >seq8580	superfamily	412407	153	273	8.8522e-05	43.0535	cl00490	EEP superfamily	C	 - 
Q#584 - >seq8582	superfamily	413489	83	340	3.51327e-39	142045	cl02808	RT_like superfamily	 - 	 - 
Q#586 - >seq8584	superfamily	412407	91	175	2.14896e-08	50.0518	cl00490	EEP superfamily	C	 - 
Q#589 - >seq8587	superfamily	407769	162	257	1.06295e-35	123369	cl39038	RT_RNaseH_2 superfamily	 - 	 - 
Q#589 - >seq8587	superfamily	413489	2	99	2.72916e-17	77.2505	cl02808	RT_like superfamily	N	 - 
Q#591 - >seq8589	superfamily	419726	10	98	0.000580983	37.3053	cl21549	rve superfamily	 - 	 - 
Q#596 - >seq8594	superfamily	412125	33	101	2.7592e-13	59.5867	cl00035	BIR superfamily	 - 	 - 
Q#598 - >seq8596	superfamily	413489	2	51	6.15108e-05	39.5818	cl02808	RT_like superfamily	N	 - 
